"CandidateID","FirstName","LastName","Gender","RequisitionID","ApplicationDate","Source","CurrentStage","JobID","DepartmentID","JobTitle","JobLevel","Recruiter","InterviewScore","OfferAccepted","DaysToFill"
513048,"Aaron","Crowerwell","Male",701886,2026-02-12,"Career Site","Hired",29,8,"Account Executive",2,"M. Davis",3.3,"Yes",34
513049,"Eden","Presumere","Male",701070,2024-03-02,"Career Site","Final Interview",17,5,"Senior Financial Analyst",3,"R. Thomas",3.3,NA,NA
513050,"Vincent","Hartemore","Male",702446,2025-04-29,"LinkedIn","Phone Screen",4,2,"Software Engineer I",1,"K. Brown",NA,NA,NA
513051,"Evelyn","Westingridge","Female",701974,2024-01-11,"Indeed","Applied",1,1,"Chief Executive Officer",10,"J. Watson",NA,NA,NA
513052,"Emerson","Crossanworth","Male",701423,2024-01-02,"Indeed","Rejected",26,7,"Digital Marketing Manager",3,"R. Thomas",3,NA,NA
513053,"Bailey","Lakeson","Male",701220,2025-08-18,"Referral","Offer Extended",29,8,"Account Executive",2,"M. Davis",2,"No",26
513054,"Clara","Yorkaward","Female",701320,2024-10-21,"Indeed","Hired",35,10,"Customer Support Representative",1,"A. Carter",3.2,"Yes",24
513055,"Rowan","Lakesonmond","Female",702293,2024-10-24,"Career Site","Offer Extended",40,11,"General Counsel",8,"A. Carter",3.5,"No",17
513056,"Nathan","Emtonbry","Male",700953,2024-05-29,"Career Site","Applied",22,6,"HR Business Partner",3,"S. Lee",NA,NA,NA
513057,"Kai","Fairellson","Male",701322,2024-07-07,"LinkedIn","Interview",6,2,"Senior Software Engineer",3,"K. Brown",4.2,NA,NA
513058,"Blair","Burnelway","Male",701568,2024-11-09,"Referral","Rejected",22,6,"HR Business Partner",3,"M. Davis",2.6,NA,NA
513059,"Sawyer","Hallerham","Male",702476,2025-04-03,"Career Site","Interview",26,7,"Digital Marketing Manager",3,"R. Thomas",2.7,NA,NA
513060,"Leo","Ashson","Male",701919,2025-02-02,"Referral","Phone Screen",12,3,"Director of Product",6,"R. Thomas",NA,NA,NA
513061,"Dominic","Foxellworth","Male",701564,2024-11-25,"Agency","Phone Screen",37,10,"Director of Customer Support",5,"J. Watson",NA,NA,NA
513062,"Ella","Brookowood","Female",702212,2025-05-26,"Indeed","Interview",23,6,"HR Manager",4,"R. Thomas",3,NA,NA
513063,"Destiny","Rainridge","Female",700769,2025-05-09,"Indeed","Phone Screen",18,5,"Finance Manager",4,"M. Davis",NA,NA,NA
513064,"Ariel","Silveronwall","Female",700488,2024-11-17,"Agency","Applied",11,3,"Senior Product Manager",4,"D. Patel",NA,NA,NA
513065,"Mason","Rockunberg","Male",700966,2024-04-28,"Indeed","Interview",38,11,"Legal Analyst",2,"K. Brown",4.4,NA,NA
513066,"Theodore","Westbry","Non-Binary",700111,2025-05-06,"Referral","Offer Extended",1,1,"Chief Executive Officer",10,"R. Thomas",4.3,"Pending",57
513067,"Bailey","Bennenbry","Male",702663,2025-03-13,"Career Site","Hired",10,3,"Product Manager",3,"A. Carter",2.6,"Yes",81
513068,"Kennedy","Burnelway","Female",702705,2025-02-05,"Career Site","Interview",30,8,"Sales Manager",4,"S. Lee",4,NA,NA
513069,"Jennifer","Stormorwood","Female",701916,2025-03-29,"Referral","Offer Extended",14,4,"Systems Administrator",2,"A. Carter",2.3,"Pending",33
513070,"Jackson","Dellinwell","Male",702404,2025-06-08,"LinkedIn","Offer Extended",40,11,"General Counsel",8,"R. Thomas",4.2,"No",16
513071,"Zoe","Rowucrest","Female",700712,2025-12-27,"Indeed","Applied",36,10,"Customer Support Manager",3,"A. Carter",NA,NA,NA
513072,"Leo","Clarksonmere","Male",700086,2025-12-10,"Agency","Interview",9,3,"Product Analyst",2,"K. Brown",3.5,NA,NA
513073,"Jade","Windlinworth","Female",700589,2024-10-09,"Career Site","Phone Screen",21,6,"HR Generalist",2,"A. Carter",NA,NA,NA
513074,"Alexis","Blackerway","Female",700489,2025-04-25,"Agency","Rejected",18,5,"Finance Manager",4,"A. Carter",3.8,NA,NA
513075,"Kiara","Wolftonshire","Female",701805,2024-11-16,"LinkedIn","Interview",18,5,"Finance Manager",4,"M. Davis",4.7,NA,NA
513076,"Dylan","Greeneby","Male",702230,2024-06-25,"Internal","Rejected",13,4,"IT Support Specialist",1,"K. Brown",2.9,NA,NA
513077,"Blair","Silveraridge","Female",702544,2024-05-24,"Networking Event","Phone Screen",33,9,"Operations Manager",4,"A. Carter",NA,NA,NA
513078,"Clara","Wolfuridge","Female",700013,2026-02-05,"Campus","Rejected",23,6,"HR Manager",4,"A. Carter",4.9,NA,NA
513079,"Richard","Camerridge","Male",701532,2024-08-16,"Indeed","Applied",6,2,"Senior Software Engineer",3,"R. Thomas",NA,NA,NA
513080,"Maya","Milleymore","Female",701789,2024-05-15,"Campus","Offer Extended",27,7,"Marketing Director",5,"D. Patel",2.3,"Pending",22
513081,"Dylan","Hallelworth","Male",702426,2025-12-08,"Referral","Final Interview",1,1,"Chief Executive Officer",10,"J. Watson",5,NA,NA
513082,"Penelope","Bramorridge","Female",700533,2024-12-17,"Career Site","Applied",17,5,"Senior Financial Analyst",3,"A. Carter",NA,NA,NA
513083,"Alex","Bramelward","Male",701236,2025-07-03,"Indeed","Offer Extended",3,1,"Vice President",8,"R. Thomas",3,"Pending",29
513084,"Amy","Stormansen","Female",701569,2025-04-09,"Campus","Applied",21,6,"HR Generalist",2,"S. Lee",NA,NA,NA
513085,"Brian","Radtonwin","Male",701393,2026-01-02,"Internal","Phone Screen",38,11,"Legal Analyst",2,"T. Nguyen",NA,NA,NA
513086,"Vincent","Perryenson","Male",701686,2025-12-21,"LinkedIn","Interview",9,3,"Product Analyst",2,"R. Thomas",2.9,NA,NA
513087,"Chloe","Meadelbrook","Female",701566,2024-06-14,"LinkedIn","Final Interview",4,2,"Software Engineer I",1,"M. Davis",3.7,NA,NA
513088,"Hazel","Kingiwood","Female",701273,2025-02-05,"Internal","Interview",30,8,"Sales Manager",4,"K. Brown",2.7,NA,NA
513089,"Hailey","Foxarway","Female",700837,2024-08-17,"LinkedIn","Interview",18,5,"Finance Manager",4,"R. Thomas",4.5,NA,NA
513090,"Jayden","Meadaden","Male",700917,2025-09-10,"Networking Event","Phone Screen",26,7,"Digital Marketing Manager",3,"M. Davis",NA,NA,NA
513091,"Miles","Roseellson","Male",700925,2025-11-01,"LinkedIn","Interview",19,5,"Director of Finance",6,"R. Thomas",2.5,NA,NA
513092,"Asher","Westinbrook","Male",702606,2025-02-01,"LinkedIn","Final Interview",1,1,"Chief Executive Officer",10,"R. Thomas",3.8,NA,NA
513093,"Parker","Windelman","Male",701882,2024-09-06,"LinkedIn","Interview",27,7,"Marketing Director",5,"M. Davis",3.6,NA,NA
513094,"Micah","Caldostead","Male",702209,2024-01-09,"Referral","Applied",30,8,"Sales Manager",4,"J. Watson",NA,NA,NA
513095,"Sage","Grantsonwell","Male",700254,2025-04-07,"Agency","Offer Extended",4,2,"Software Engineer I",1,"R. Thomas",4.2,"Pending",12
513096,"Evan","Brookuwood","Male",701571,2024-11-10,"Internal","Applied",10,3,"Product Manager",3,"R. Thomas",NA,NA,NA
513097,"Patrick","Kingsen","Male",701610,2024-08-12,"Referral","Phone Screen",20,6,"HR Coordinator",1,"K. Brown",NA,NA,NA
513098,"Elliot","Goldorham","Male",700761,2025-02-08,"Referral","Rejected",4,2,"Software Engineer I",1,"S. Lee",2.4,NA,NA
513099,"Parker","Kingettquist","Male",701125,2025-12-16,"LinkedIn","Phone Screen",17,5,"Senior Financial Analyst",3,"S. Lee",NA,NA,NA
513100,"Jamie","Crowinstone","Female",700131,2025-12-12,"Indeed","Applied",16,5,"Financial Analyst",2,"T. Nguyen",NA,NA,NA
513101,"Alice","Wolfwelland","Female",700564,2025-03-26,"LinkedIn","Interview",35,10,"Customer Support Representative",1,"S. Lee",3,NA,NA
513102,"Julia","Foxustone","Female",700713,2025-05-16,"Indeed","Withdrawn",27,7,"Marketing Director",5,"D. Patel",NA,NA,NA
513103,"Kai","Northman","Male",702650,2024-08-04,"Agency","Offer Extended",30,8,"Sales Manager",4,"A. Carter",3.7,"No",68
513104,"Miles","Springellsen","Male",701290,2025-03-31,"Indeed","Rejected",5,2,"Software Engineer II",2,"D. Patel",4.1,NA,NA
513105,"Jonathan","Grantorden","Male",702489,2024-12-16,"LinkedIn","Applied",33,9,"Operations Manager",4,"M. Davis",NA,NA,NA
513106,"Jayden","Brookarford","Male",701172,2025-06-10,"Career Site","Withdrawn",20,6,"HR Coordinator",1,"S. Lee",NA,NA,NA
513107,"Madeline","Cranarwall","Non-Binary",702120,2024-10-13,"LinkedIn","Applied",35,10,"Customer Support Representative",1,"J. Watson",NA,NA,NA
513108,"Kevin","Radthorne","Male",702503,2024-10-06,"Campus","Rejected",40,11,"General Counsel",8,"J. Watson",4.8,NA,NA
513109,"Emily","Norunberg","Female",702776,2024-11-15,"LinkedIn","Interview",4,2,"Software Engineer I",1,"A. Carter",4.1,NA,NA
513110,"Hayden","Quillorland","Male",700874,2025-09-16,"Networking Event","Hired",39,11,"Corporate Counsel",4,"K. Brown",3,"Yes",60
513111,"Jasmine","Parkonward","Female",700895,2024-08-23,"Career Site","Rejected",26,7,"Digital Marketing Manager",3,"K. Brown",3.2,NA,NA
513112,"Justin","Chandleyman","Male",701079,2024-09-21,"Internal","Phone Screen",25,7,"Marketing Specialist",1,"J. Watson",NA,NA,NA
513113,"Gabriella","Beckwellwood","Female",700003,2024-04-05,"Referral","Phone Screen",28,8,"Sales Development Representative",1,"K. Brown",NA,NA,NA
513114,"Hudson","Emewood","Male",702186,2026-02-03,"Referral","Hired",9,3,"Product Analyst",2,"M. Davis",3.5,"Yes",39
513115,"Brianna","Presstone","Female",701844,2024-11-30,"Career Site","Offer Extended",5,2,"Software Engineer II",2,"J. Watson",4,"No",60
513116,"Nolan","Monleyfield","Male",700519,2025-10-21,"Agency","Interview",29,8,"Account Executive",2,"J. Watson",2.8,NA,NA
513117,"Cameron","Whitetthart","Female",702512,2025-10-02,"Indeed","Phone Screen",10,3,"Product Manager",3,"K. Brown",NA,NA,NA
513118,"Eden","Yorkarmore","Female",702770,2024-04-05,"LinkedIn","Hired",19,5,"Director of Finance",6,"K. Brown",3.6,"Yes",65
513119,"Cameron","Northerberg","Female",700892,2024-07-30,"Internal","Hired",29,8,"Account Executive",2,"J. Watson",4.2,"Yes",28
513120,"Zachary","Fairuman","Male",700687,2026-01-31,"Career Site","Final Interview",13,4,"IT Support Specialist",1,"S. Lee",2.7,NA,NA
513121,"Jacob","Rainonhart","Male",701553,2024-12-26,"LinkedIn","Withdrawn",27,7,"Marketing Director",5,"S. Lee",NA,NA,NA
513122,"Gabriel","Hallelworth","Male",700987,2025-03-05,"Indeed","Interview",29,8,"Account Executive",2,"T. Nguyen",3.7,NA,NA
513123,"Ethan","Fordaman","Male",701441,2025-10-31,"Referral","Interview",1,1,"Chief Executive Officer",10,"T. Nguyen",3.8,NA,NA
513124,"Rafael","Pineson","Male",702543,2024-10-31,"LinkedIn","Offer Extended",39,11,"Corporate Counsel",4,"M. Davis",3.1,"No",67
513125,"Julia","Parkondale","Female",701706,2024-10-14,"Networking Event","Phone Screen",19,5,"Director of Finance",6,"S. Lee",NA,NA,NA
513126,"Vincent","Kingerway","Male",700125,2024-03-02,"Referral","Applied",29,8,"Account Executive",2,"K. Brown",NA,NA,NA
513127,"Austin","Hallcott","Male",701257,2026-02-18,"Campus","Hired",38,11,"Legal Analyst",2,"J. Watson",2.2,"Yes",91
513128,"Lillian","Ellman","Female",702622,2024-01-04,"LinkedIn","Applied",7,2,"Engineering Manager",4,"R. Thomas",NA,NA,NA
513129,"Lane","Presaridge","Female",702163,2024-03-03,"Referral","Phone Screen",38,11,"Legal Analyst",2,"R. Thomas",NA,NA,NA
513130,"Samuel","Westerman","Male",701924,2024-07-16,"Indeed","Applied",20,6,"HR Coordinator",1,"J. Watson",NA,NA,NA
513131,"Genesis","Norettwood","Female",701117,2025-04-08,"Networking Event","Applied",27,7,"Marketing Director",5,"S. Lee",NA,NA,NA
513132,"Melanie","Rowwellwall","Female",702014,2024-04-07,"Career Site","Final Interview",25,7,"Marketing Specialist",1,"D. Patel",4.1,NA,NA
513133,"Peyton","Nororward","Male",700490,2024-10-17,"Indeed","Hired",28,8,"Sales Development Representative",1,"R. Thomas",3.2,"Yes",67
513134,"Faith","Windobrook","Female",702717,2024-02-12,"Referral","Rejected",13,4,"IT Support Specialist",1,"K. Brown",3,NA,NA
513135,"Isabella","Duncott","Female",702442,2024-06-23,"LinkedIn","Rejected",21,6,"HR Generalist",2,"D. Patel",4.5,NA,NA
513136,"Dakota","Winterarwood","Female",702621,2024-07-10,"Indeed","Rejected",29,8,"Account Executive",2,"S. Lee",4.2,NA,NA
513137,"Faith","Reedingstrom","Female",702479,2024-06-12,"Indeed","Phone Screen",3,1,"Vice President",8,"M. Davis",NA,NA,NA
513138,"Jessica","Willwood","Female",702184,2026-01-07,"Agency","Hired",21,6,"HR Generalist",2,"K. Brown",2.5,"Yes",87
513139,"Elliot","Kendsonwin","Female",700262,2024-05-05,"LinkedIn","Final Interview",20,6,"HR Coordinator",1,"J. Watson",5,NA,NA
513140,"Phoenix","Valeacrest","Male",702358,2024-06-01,"Agency","Applied",3,1,"Vice President",8,"S. Lee",NA,NA,NA
513141,"Lucy","Winteruden","Female",702527,2024-11-07,"LinkedIn","Applied",26,7,"Digital Marketing Manager",3,"S. Lee",NA,NA,NA
513142,"Elliot","Reedonstone","Female",702203,2025-11-18,"LinkedIn","Interview",34,9,"Director of Operations",6,"M. Davis",4.8,NA,NA
513143,"Reese","Blandostead","Male",700711,2024-03-23,"Campus","Interview",37,10,"Director of Customer Support",5,"J. Watson",4.7,NA,NA
513144,"Kai","Rowford","Male",700231,2024-05-24,"Career Site","Final Interview",39,11,"Corporate Counsel",4,"D. Patel",4.1,NA,NA
513145,"Mason","Swaneby","Male",700600,2025-12-23,"Indeed","Phone Screen",17,5,"Senior Financial Analyst",3,"S. Lee",NA,NA,NA
513146,"Felix","Quillellham","Male",700804,2025-03-13,"LinkedIn","Applied",39,11,"Corporate Counsel",4,"M. Davis",NA,NA,NA
513147,"Angela","Beckunden","Female",701979,2025-05-18,"Indeed","Withdrawn",24,6,"Director of HR",6,"R. Thomas",NA,NA,NA
513148,"Phoenix","Crowafield","Female",701673,2024-10-02,"Indeed","Interview",24,6,"Director of HR",6,"J. Watson",4.9,NA,NA
513149,"Destiny","Ashwellridge","Female",702160,2025-10-12,"LinkedIn","Rejected",22,6,"HR Business Partner",3,"J. Watson",3,NA,NA
513150,"Avery","Bennathorne","Female",701343,2025-12-18,"LinkedIn","Final Interview",40,11,"General Counsel",8,"A. Carter",4.2,NA,NA
513151,"Carmen","Bellman","Female",700057,2025-12-29,"Referral","Hired",11,3,"Senior Product Manager",4,"J. Watson",2.3,"Yes",81
513152,"Skyler","Hayusen","Female",702641,2024-08-01,"Agency","Final Interview",16,5,"Financial Analyst",2,"R. Thomas",4.5,NA,NA
513153,"Gabriel","Roseingworth","Male",701217,2025-12-07,"Referral","Phone Screen",38,11,"Legal Analyst",2,"A. Carter",NA,NA,NA
513154,"Amy","Emham","Non-Binary",700590,2025-09-19,"LinkedIn","Rejected",17,5,"Senior Financial Analyst",3,"K. Brown",4,NA,NA
513155,"Emma","Fordenstrom","Female",700713,2024-03-07,"Referral","Hired",27,7,"Marketing Director",5,"D. Patel",3.9,"Yes",51
513156,"Micah","Meadorquist","Male",701790,2024-08-18,"LinkedIn","Hired",11,3,"Senior Product Manager",4,"S. Lee",4.1,"Yes",58
513157,"Madison","Blackinmont","Female",700447,2024-08-02,"LinkedIn","Phone Screen",31,8,"Director of Sales",6,"K. Brown",NA,NA,NA
513158,"Morgan","Ashtonthorne","Female",700478,2024-04-12,"Career Site","Applied",40,11,"General Counsel",8,"A. Carter",NA,NA,NA
513159,"Jackson","Hartelin","Male",700009,2024-12-03,"Career Site","Final Interview",8,2,"Director of Engineering",6,"A. Carter",2.2,NA,NA
513160,"Naomi","Windarson","Female",701166,2025-03-10,"Referral","Final Interview",39,11,"Corporate Counsel",4,"D. Patel",2.7,NA,NA
513161,"Kyle","Torrorfield","Male",701052,2024-11-26,"Referral","Rejected",19,5,"Director of Finance",6,"J. Watson",3.5,NA,NA
513162,"Julian","Quillomore","Male",701334,2024-05-17,"Indeed","Phone Screen",10,3,"Product Manager",3,"D. Patel",NA,NA,NA
513163,"Genesis","Carabry","Female",702374,2025-09-18,"LinkedIn","Applied",14,4,"Systems Administrator",2,"S. Lee",NA,NA,NA
513164,"Chloe","Emenfield","Female",701475,2025-01-01,"Referral","Hired",3,1,"Vice President",8,"D. Patel",2.8,"Yes",33
513165,"Christian","Beckobrook","Male",701707,2024-01-22,"Internal","Rejected",29,8,"Account Executive",2,"D. Patel",2.6,NA,NA
513166,"Aria","Westbry","Female",701850,2024-04-16,"Campus","Applied",26,7,"Digital Marketing Manager",3,"D. Patel",NA,NA,NA
513167,"Andrea","Cranellman","Female",700561,2024-11-28,"LinkedIn","Interview",40,11,"General Counsel",8,"T. Nguyen",2.3,NA,NA
513168,"Henry","Blakeudale","Male",702428,2024-07-08,"Campus","Hired",1,1,"Chief Executive Officer",10,"S. Lee",4.2,"Yes",45
513169,"Isla","Ashwood","Female",700799,2026-01-19,"LinkedIn","Final Interview",7,2,"Engineering Manager",4,"J. Watson",3,NA,NA
513170,"Paul","Valeelmond","Male",701294,2025-08-17,"LinkedIn","Hired",38,11,"Legal Analyst",2,"M. Davis",2.9,"Yes",51
513171,"Dakota","Clarkoncroft","Female",701922,2025-03-10,"Referral","Applied",25,7,"Marketing Specialist",1,"R. Thomas",NA,NA,NA
513172,"Skyler","Westerquist","Female",702602,2024-10-11,"Indeed","Applied",10,3,"Product Manager",3,"M. Davis",NA,NA,NA
513173,"Jordan","Brookecroft","Female",702384,2024-03-07,"Networking Event","Phone Screen",39,11,"Corporate Counsel",4,"D. Patel",NA,NA,NA
513174,"Carla","Radwellwood","Female",700511,2026-01-28,"Referral","Applied",23,6,"HR Manager",4,"A. Carter",NA,NA,NA
513175,"Aubrey","Ashonridge","Female",700069,2024-02-11,"LinkedIn","Phone Screen",40,11,"General Counsel",8,"T. Nguyen",NA,NA,NA
513176,"Penelope","Fordlincrest","Female",701434,2026-02-04,"Agency","Withdrawn",28,8,"Sales Development Representative",1,"S. Lee",NA,NA,NA
513177,"Cameron","Rainonwin","Female",702304,2024-10-04,"Internal","Withdrawn",9,3,"Product Analyst",2,"S. Lee",NA,NA,NA
513178,"Logan","Belladale","Male",700156,2026-02-19,"Indeed","Interview",5,2,"Software Engineer II",2,"J. Watson",3.6,NA,NA
513179,"Ava","Rowelbry","Female",700124,2025-05-28,"LinkedIn","Applied",9,3,"Product Analyst",2,"T. Nguyen",NA,NA,NA
513180,"Morgan","Brookonmond","Female",701612,2025-11-23,"LinkedIn","Rejected",17,5,"Senior Financial Analyst",3,"D. Patel",3.9,NA,NA
513181,"Savannah","Fieldeson","Female",700028,2024-12-05,"LinkedIn","Phone Screen",29,8,"Account Executive",2,"S. Lee",NA,NA,NA
513182,"Jason","Delorson","Non-Binary",700954,2024-06-26,"Campus","Applied",34,9,"Director of Operations",6,"T. Nguyen",NA,NA,NA
513183,"Destiny","Willtoncroft","Female",702312,2024-10-29,"Campus","Interview",10,3,"Product Manager",3,"T. Nguyen",3.9,NA,NA
513184,"Jessica","Stoneonridge","Female",702578,2024-07-24,"Networking Event","Final Interview",36,10,"Customer Support Manager",3,"T. Nguyen",3.6,NA,NA
513185,"Maya","Wolfwellby","Female",701451,2024-09-06,"Referral","Interview",19,5,"Director of Finance",6,"D. Patel",2.4,NA,NA
513186,"Micah","Ashashire","Non-Binary",701753,2025-04-17,"Agency","Hired",33,9,"Operations Manager",4,"A. Carter",2.7,"Yes",54
513187,"Violet","Quillonberg","Female",702446,2025-04-07,"LinkedIn","Applied",4,2,"Software Engineer I",1,"K. Brown",NA,NA,NA
513188,"Andrew","Wardlincroft","Male",700707,2024-12-31,"Agency","Offer Extended",29,8,"Account Executive",2,"A. Carter",3.8,"Pending",31
513189,"Caroline","Lakeeden","Female",700444,2025-10-13,"Indeed","Rejected",30,8,"Sales Manager",4,"M. Davis",4.8,NA,NA
513190,"Juliana","Hawkarfield","Female",700798,2025-04-16,"Networking Event","Rejected",4,2,"Software Engineer I",1,"S. Lee",3.6,NA,NA
513191,"Jayden","Norlinridge","Male",701252,2026-02-02,"Referral","Rejected",5,2,"Software Engineer II",2,"A. Carter",2.6,NA,NA
513192,"Aisha","Wolflinmond","Female",702036,2024-03-25,"LinkedIn","Final Interview",3,1,"Vice President",8,"D. Patel",4.2,NA,NA
513193,"Carlos","Foxincrest","Male",702309,2024-09-04,"Indeed","Applied",37,10,"Director of Customer Support",5,"R. Thomas",NA,NA,NA
513194,"Kyle","Autumnorberg","Male",701477,2024-06-04,"LinkedIn","Applied",16,5,"Financial Analyst",2,"A. Carter",NA,NA,NA
513195,"Alexis","Ellarcrest","Female",700437,2025-08-30,"LinkedIn","Hired",34,9,"Director of Operations",6,"S. Lee",3.8,"Yes",87
513196,"Sawyer","Stormolin","Male",700127,2024-09-18,"Agency","Phone Screen",4,2,"Software Engineer I",1,"A. Carter",NA,NA,NA
513197,"Vincent","Crossinstone","Male",701250,2025-11-17,"Referral","Phone Screen",20,6,"HR Coordinator",1,"J. Watson",NA,NA,NA
513198,"Avery","Foxthorne","Female",701914,2026-01-20,"Referral","Rejected",37,10,"Director of Customer Support",5,"J. Watson",3.1,NA,NA
513199,"Evan","Hallellton","Male",702630,2025-08-11,"Agency","Rejected",17,5,"Senior Financial Analyst",3,"J. Watson",4.9,NA,NA
513200,"Aria","Valealey","Female",702745,2025-05-16,"Referral","Hired",30,8,"Sales Manager",4,"S. Lee",2.4,"Yes",62
513201,"Elliot","Marinmere","Male",700670,2024-11-29,"Referral","Interview",20,6,"HR Coordinator",1,"J. Watson",4.4,NA,NA
513202,"Camila","Grantimore","Female",701002,2025-10-05,"Referral","Applied",9,3,"Product Analyst",2,"J. Watson",NA,NA,NA
513203,"Quinn","Burnwellwin","Male",701710,2024-01-30,"LinkedIn","Hired",36,10,"Customer Support Manager",3,"R. Thomas",3.6,"Yes",70
513204,"Quinn","Reedlinman","Female",701585,2024-08-18,"Campus","Hired",17,5,"Senior Financial Analyst",3,"D. Patel",4.4,"Yes",89
513205,"Stella","Dalbrook","Female",701673,2025-09-04,"Indeed","Interview",24,6,"Director of HR",6,"J. Watson",2.3,NA,NA
513206,"Valentina","Goldleyworth","Female",701721,2025-07-14,"Campus","Interview",25,7,"Marketing Specialist",1,"K. Brown",3.9,NA,NA
513207,"Delilah","Greenedale","Female",702100,2024-08-12,"Agency","Rejected",33,9,"Operations Manager",4,"M. Davis",2,NA,NA
513208,"Sydney","Bennettcroft","Female",700652,2025-08-14,"LinkedIn","Rejected",16,5,"Financial Analyst",2,"D. Patel",4.2,NA,NA
513209,"Alex","Hayingcroft","Male",700502,2024-11-24,"Referral","Rejected",38,11,"Legal Analyst",2,"R. Thomas",3.3,NA,NA
513210,"Evan","Radoton","Male",702147,2024-07-13,"Career Site","Final Interview",13,4,"IT Support Specialist",1,"R. Thomas",2.9,NA,NA
513211,"Kennedy","Greenastead","Female",702323,2024-11-16,"Referral","Offer Extended",39,11,"Corporate Counsel",4,"A. Carter",5,"Pending",59
513212,"Jordan","Craninstrom","Male",701143,2024-12-29,"LinkedIn","Final Interview",15,4,"IT Manager",4,"J. Watson",4.5,NA,NA
513213,"River","Monubry","Female",701078,2024-08-17,"LinkedIn","Phone Screen",27,7,"Marketing Director",5,"T. Nguyen",NA,NA,NA
513214,"Taylor","Beckonstone","Female",701223,2026-02-20,"LinkedIn","Applied",31,8,"Director of Sales",6,"T. Nguyen",NA,NA,NA
513215,"Aiden","Yorkandale","Male",702139,2024-08-25,"Indeed","Hired",9,3,"Product Analyst",2,"A. Carter",3.1,"Yes",42
513216,"Sofia","Wrenuwin","Female",701875,2024-08-02,"Career Site","Final Interview",34,9,"Director of Operations",6,"A. Carter",2.2,NA,NA
513217,"Phoenix","Valeerstone","Female",701711,2025-05-22,"Indeed","Rejected",35,10,"Customer Support Representative",1,"K. Brown",3.6,NA,NA
513218,"Harley","Winterettway","Female",701131,2024-09-09,"Campus","Rejected",33,9,"Operations Manager",4,"A. Carter",4.2,NA,NA
513219,"Owen","Crowman","Male",701140,2024-12-18,"LinkedIn","Final Interview",31,8,"Director of Sales",6,"A. Carter",4.9,NA,NA
513220,"Jennifer","Preslinman","Female",702443,2024-09-20,"LinkedIn","Offer Extended",33,9,"Operations Manager",4,"S. Lee",2.2,"Pending",13
513221,"Logan","Riverordale","Female",701716,2025-06-29,"Referral","Phone Screen",36,10,"Customer Support Manager",3,"T. Nguyen",NA,NA,NA
513222,"Melanie","Monellstrom","Female",702773,2024-04-27,"LinkedIn","Hired",19,5,"Director of Finance",6,"K. Brown",3.6,"Yes",89
513223,"Parker","Lakeelquist","Female",701109,2024-07-04,"LinkedIn","Interview",16,5,"Financial Analyst",2,"J. Watson",3.7,NA,NA
513224,"Brian","Coleenstrom","Male",700505,2025-04-09,"Agency","Applied",24,6,"Director of HR",6,"M. Davis",NA,NA,NA
513225,"Kyle","Blandostead","Male",701274,2025-05-10,"LinkedIn","Applied",8,2,"Director of Engineering",6,"M. Davis",NA,NA,NA
513226,"Alice","Crowleyham","Female",701616,2024-11-11,"Networking Event","Withdrawn",40,11,"General Counsel",8,"T. Nguyen",NA,NA,NA
513227,"Richard","Lakearwall","Male",702397,2026-02-04,"Referral","Final Interview",33,9,"Operations Manager",4,"M. Davis",3.3,NA,NA
513228,"Reese","Thornden","Male",701439,2025-08-15,"LinkedIn","Rejected",12,3,"Director of Product",6,"A. Carter",4.3,NA,NA
513229,"Sawyer","Foxahart","Female",702543,2024-11-06,"Referral","Phone Screen",39,11,"Corporate Counsel",4,"M. Davis",NA,NA,NA
513230,"Isaac","Marorthorne","Male",701812,2025-09-09,"Referral","Rejected",3,1,"Vice President",8,"J. Watson",3.1,NA,NA
513231,"Eli","Wrenunden","Male",701008,2024-04-13,"Referral","Applied",32,9,"Operations Analyst",2,"A. Carter",NA,NA,NA
513232,"Jessica","Wolfeland","Female",702450,2025-01-22,"Internal","Interview",32,9,"Operations Analyst",2,"S. Lee",3.2,NA,NA
513233,"Peyton","Rosewellmore","Female",702773,2026-02-08,"Career Site","Hired",19,5,"Director of Finance",6,"K. Brown",4.7,"Yes",83
513234,"Peyton","Willfield","Male",701279,2025-11-13,"Agency","Offer Extended",32,9,"Operations Analyst",2,"M. Davis",3.1,"Pending",68
513235,"Jordan","Caldwoton","Female",700564,2025-11-25,"Career Site","Applied",35,10,"Customer Support Representative",1,"S. Lee",NA,NA,NA
513236,"Genesis","Monenby","Female",701640,2025-09-16,"Referral","Interview",13,4,"IT Support Specialist",1,"K. Brown",3.7,NA,NA
513237,"Bella","Rainleyshire","Female",700118,2026-02-12,"LinkedIn","Hired",23,6,"HR Manager",4,"T. Nguyen",3,"Yes",19
513238,"Kai","Langinridge","Male",700029,2026-01-11,"Internal","Withdrawn",33,9,"Operations Manager",4,"K. Brown",NA,NA,NA
513239,"Jamie","Grayelson","Non-Binary",701970,2024-01-02,"LinkedIn","Final Interview",29,8,"Account Executive",2,"M. Davis",4.1,NA,NA
513240,"Micah","Beckaton","Male",700397,2025-04-22,"Indeed","Applied",14,4,"Systems Administrator",2,"R. Thomas",NA,NA,NA
513241,"Finley","Beckonstead","Male",700145,2024-05-24,"Referral","Rejected",39,11,"Corporate Counsel",4,"S. Lee",3.6,NA,NA
